Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-07 00:48:57,Seru sih bisa offline,seru sih offline,5,meli Liya,Positif
2025-03-07 00:47:18,Moonton cari musuh yg seimbang dong,moonton cari musuh yg imbang,5,Reno Mustofa,Positif
2025-03-07 00:43:09,udh main dari tahun 2019 sampe skrng masih sering main karna game ini selain seru jg banyak event menarik yang dapat menambah koleksi para player,udh main 2019 sampe skrng main karna game seru jg event tarik tambah koleksi player,5,Rahmah Oktavia Fitri,Positif
2025-03-07 00:41:06,Menurut ku ml bagus tapi kalo afk sebentar udah jalan sendiri 😅,ku ml bagus kalo afk sebentar udah jalan ,4,Realmy Indonesia,Positif
2025-03-07 00:40:16,"Yes, i like",yes i like,5,Holiqq,Positif
2025-03-07 00:36:36,Monton akun ml yg pake akun google tak bisa di buka malah log ke akun google yg bkan pya gua itu gmna cakkkk.....,monton akun ml yg pake akun google buka log akun google yg bkan pya gua gmna cakkkk,1,Umem Aja,Negatif
2025-03-07 00:31:12,"Lawannya tidak sebanding banyak yang troll, Yang ngasih rating 5 berarti orangnya tolol, udh hapus aja nih game dari PlayStore",lawan banding troll ngasih rating 5 orang tolol udh hapus aja nih game playstore,1,Harry stiadi,Negatif
2025-03-07 00:28:41,"gais don't play this game bcs its gonna make u mental hancur lah, masa iya gw losestrik 20 kali dapet tim ga bener (buat bbrp org tolong stop maksa make mm bayangin aja miya roam, hanabi roam ga masuk akal ya)",gais dont play this game bcs its gon na make u mental hancur iya gw losestrik 20 kali dapet tim ga bener bbrp org stop maksa make mm bayangin aja miya roam hanabi roam ga masuk akal,2,Gestya Frp,Negatif
2025-03-07 00:20:09,💪👍,,4,Khaeril Edcok,Positif
2025-03-07 00:16:08,Ok,,5,Adi anggara,Positif
2025-03-07 00:13:08,"GAME NYA BAGUS, TAPI SAYA MINTA JANGAN KASIH TIM DARK SISTEM MULU SAYA UDAH KALAH 15 KALI JADI, MOHON KASIH TIM DARK SISTEM NYA JARANG JARANG AJA YA MOONTON YA PLISS!!!",game nya bagus kasih tim dark sistem mulu udah kalah 15 kali mohon kasih tim dark sistem nya jarang jarang aja moonton pliss,5,Satria,Positif
2025-03-07 00:11:50,"Makin eksistensi di dunia 🌏 dan game play sangat eksotis bagus untuk area Indonesia🇮🇩 dan Eropa, kerja yang bagus 😎👍 bangga produksi tahunan dan ramah di kantong, kerja keras seperti ini akan maju Indonesia🇮🇩",eksistensi dunia  game play eksotis bagus area indonesia eropa kerja bagus  bangga produksi tahun ramah kantong kerja keras maju indonesia,5,Rian andrian Pajah,Positif
2025-03-07 00:10:17,Tolong yaa montoon kalau memberi musuh itu yang seimbang yaa,yaa montoon musuh imbang yaa,5,Eky Syahrulloh,Positif
2025-03-07 00:07:49,game nya gak ngebosenin tapi kadangan ngeleg pas aku mau main mode rank itu gak bisa kenapa ya,game nya gak ngebosenin kadang ngeleg pas main mode rank gak,5,SITI RIZKY FADILAH Dilah,Positif
2025-03-07 00:07:18,Game nya GK asik sering black screen,game nya gk asik black screen,1,Alfa Fa,Negatif
2025-03-07 00:05:20,geme nya sangat bagus dan menyenangkan,geme nya bagus senang,5,iksada iksada,Positif
2025-03-07 00:01:50,Game yang sangat tidak disarankan,game saran,1,Dimas Prakoso,Negatif
2025-03-06 23:56:53,Game sampah,game sampah,1,Laode Iky,Negatif
2025-03-06 23:56:25,Game nya seru tapi pemainnya bot semua,game nya seru main bot,5,Faje Aja,Positif
2025-03-06 23:54:17,sangat buruk,buruk,1,jzzz zz,Negatif
2025-03-06 23:50:34,Game buriq ... Gak pantas buat di mainkan .. Pengaturan gaje ..,game buriq gak main atur gaje,1,Devin Andi,Negatif
2025-03-06 23:49:39,"Pembagian Tim yg sangat buruk ketika bermain solo ,selalu dapet Tim FEED",bagi tim yg buruk main solo dapet tim feed,1,Effry Frasetiya,Negatif
2025-03-06 23:46:58,Keren pokoknya,keren pokok,5,uplikhungkul uplik,Positif
2025-03-06 23:45:53,Oky,oky,3,Eldy Tandiring,Netral
2025-03-06 23:40:57,Banyak dark sistem nya moonton,dark sistem nya moonton,1,Putri Mayasari,Negatif
2025-03-06 23:40:09,Kenapa saya main ada banyak dark system . Padahal sudah GK main 3 hari waktu main sudah di atur tapi saya tetap di halangi mohon bantuannya ya MOONTON,main dark system gk main 3 main atur halang mohon bantu moonton,2,Saya GG,Negatif
2025-03-06 23:39:33,Bang tolong di rilis mode mayhem udah 1 tahun ngak rilis. tambahin juga fitur coba skin di mode costum,bang rilis mode mayhem udah 1 ngak rilis tambahin fitur coba skin mode costum,5,Faizi Hadiono,Positif
2025-03-06 23:39:20,keren moonton 20 game win 3 udah solo duo maupun party,keren moonton 20 game win 3 udah solo duo party,1,Bagus Bratasena,Negatif
2025-03-06 23:38:48,Game gblok,game gblok,1,Muhammad Kharisma Putra,Negatif
2025-03-06 23:37:05,Plislahhh monton kembalikan fitur magic chess biasa. Semenjak ada MC Gogo gw jadi pensi main ML,plislahhh monton kembali fitur magic chess semenjak mc gogo gw pensi main ml,4,Dimank Anggara,Positif
2025-03-06 23:36:44,ini game emang Ter de best,game emang ter de best,5,Andin Kaila putri,Positif
2025-03-06 23:34:20,coba berikan diamond yg gratis dong..biar semangat main nya..,coba diamond yg gratis dongbiar semangat main nya,5,Dwi Bambang,Positif
2025-03-06 23:33:36,"Kalah menang mulu gw apus jlekkkk Udh bikin sterreess, sama musuh nya jago jago semua mending epep😏😒😒",kalah menang mulu gw apus jlekkkk udh bikin sterreess musuh nya jago jago mending epep,1,tristan Darmawan,Negatif
2025-03-06 23:33:26,Bagus,bagus,5,Deta Maulana,Positif
2025-03-06 23:31:41,Game rusak,game rusak,1,Mamoru Chiba,Negatif
2025-03-06 23:30:22,"Kembangkan lagi peningkatan jaringan, makin hari makin berat di masalah sinyal",kembang tingkat jaring berat sinyal,3,Tatang Channel gak penting,Netral
2025-03-06 23:26:03,Game Raja,game raja,5,Raffi hermawan,Positif
2025-03-06 23:24:38,Game nya bagus monton tapi tolong perbaiki cres yang ada dan ya skin rubi keren tapi sayang gak bagi bagi skin eoik gratis,game nya bagus monton baik cres skin rubi keren sayang gak skin eoik gratis,5,Firman Rasul,Positif
2025-03-06 23:24:25,Semakin bidoh & membosankan Game sampah,bidoh bosan game sampah,1,YT:Random CH12,Negatif
2025-03-06 23:22:44,Tiap mau ganti akun gapernah bisa . Udah hapus data & uninstall tetep akun masih kondisi login gabisa dilogout,ganti akun gapernah udah hapus data uninstall tetep akun kondisi login gabisa dilogout,1,pemulung receh,Negatif
2025-03-06 23:21:00,Cape lost trek Mulu sakit kepala aduh 😮‍💨,cape lost trek mulu sakit kepala aduh ,2,Oppo Lob,Negatif
2025-03-06 23:17:44,Oi montoon kalau ngasih tim itu yg bagus jangan egois,oi montoon ngasih tim yg bagus egois,1,Riski,Negatif
2025-03-06 23:17:27,Tolong dark sistem ny di ilangin,dark sistem ny ilangin,5,aisah 0508,Positif
2025-03-06 23:17:25,"Game ga jelas dan sering ngeleg padahal ijo, yg bikin bego",game ga ngeleg ijo yg bikin bego,5,Nurjanah,Positif
2025-03-06 23:15:19,tau kan kenapa di kasih bintang 1 moonton🥰🥰,tau kasih bintang 1 moonton,1,Wahyu Rizki,Negatif
2025-03-06 23:14:22,Game burik di kasih lose trus pokoknya gak seru buat maen game inin semoga dibaca,game burik kasih lose trus pokok gak seru maen game inin moga baca,1,stockjb akunff,Negatif
2025-03-06 23:13:32,"Definisi ""Developer kikir""",definisi developer kikir,1,Daffa Maulana,Negatif
2025-03-06 23:11:10,"gameeee haraaamm, game pembodohan, sangat sulit mencari kemenangan, buang buang waktu",gameeee haraaamm game bodoh sulit cari menang buang buang,1,Marni,Negatif
2025-03-06 23:10:31,Game nya asik kayak gta 5 mobile,game nya asik kayak gta 5 mobile,5,Imam Mawardi,Positif
2025-03-06 23:05:09,"Game bikin orang naik darah main rank dapet tim seperti bot sedangkan musuh jago , bisa"" nya 9 game kalah dan tim selalu feed",game bikin orang darah main rank dapet tim bot musuh jago nya 9 game kalah tim feed,1,Yosi Putra,Negatif
2025-03-06 23:03:34,Dapet temen nya gk se banding beban semua malah,dapet temen nya gk banding beban,2,Su Wardi,Negatif
2025-03-06 23:01:58,Assalamualaikum monton mohon maaf lahir dan batin aku ini ingin tolong lah kasih aku skin spiran,assalamualaikum monton mohon maaf lahir batin kasih skin spiran,5,Iqbal Jabar,Positif
2025-03-06 23:00:35,Geme nya seru tapi kasihan dengan yang hp nya kentang mohon mb nya di kurangin 🙏🙏🙏,geme nya seru kasihan hp nya kentang mohon mb nya rangin ,5,Fredika Wahyunugroho,Positif
2025-03-06 22:57:36,Games drak sistem semua isinya,games drak sistem isi,1,Muhammad Syatho athoillah,Negatif
2025-03-06 22:56:37,"Tolong donk pihak papa monton yang terhormat, untuk tier warior matchnya jangan D lamain, kita yang pemula bingung D loby nuggu matc ampe bermenit2 ngk nemu2 tolong D fix lagi dan jangan D limit percuma PT gede pelit match D tier warior yang mau mengenali game MOBA yang papa monton ciptakan, tolong khusus tier warior matchnya jangan kelamaan, kasih bot aja karna warior tempat belajar contohnya D classic papa monton tolong banget 🙏🙏",donk papa monton hormat tier warior matchnya d lamain mula bingung d loby nuggu matc ampe bermenit2 ngk nemu2 d fix d limit pt gede pelit match d tier warior nali game moba papa monton cipta khusus tier warior matchnya kasih bot aja karna warior ajar contoh d classic papa monton banget ,1,Fredi Sriloba,Negatif
2025-03-06 22:55:32,Saya suka game nya tapi agak susah juga jungan naik mitik,suka game nya susah jung mitik,5,Rasyid alfatih Yuan daulay,Positif
2025-03-06 22:43:40,Ml kalo keluar sukanya lama engga kaya efef² mah cepet,ml kalo suka engga kaya efef mah cepet,1,Suwandito Tegal,Negatif
2025-03-06 22:41:43,Saya suka game ini. Tapi kenapa setiap saya menang sekali nanti kalah lagi Giman si. Ku kasi bintang 3 dulu kali nanti sya menang terus ku kasi bintang 5,suka game menang kalah gim si ku kasi bintang 3 kali sya menang ku kasi bintang 5,3,Inaya Ajjah,Netral
2025-03-06 22:41:16,Game pelit akun ku ilang gara gara sistem monton sekarang tidak dapat balik lagi.Monton tidak mau ganti ruginya,game pelit akun ku ilang gara gara sistem monton lagimonton ganti rugi,1,Ilham Aura,Negatif
2025-03-06 22:39:15,Geme nya seru sih seru tapi pas mau naik pangkat mesti ketemu drak sistem pasti!!! plis perbaiki monton lawan nya yang sebanding,geme nya seru sih seru pas pangkat mesti ketemu drak sistem plis baik monton lawan nya banding,5,Firman Soejono,Positif
2025-03-06 22:38:40,"Sebenarnya sekarang gamenya memang bagus, Tapi gue cuman peduli tu sama jaringannya padahal pake Wi-Fi di rumah tapi kok jaringannya bisa merah padahal cuman gue sendiri yg lagi di rumah, terus kalau berhasil masuk ke gamenya tu udah lewat 4-9 menitan lah gimana kredit scor nggk turun, gara2 itu gua hapus ML dulu dah pusing gue",gamenya bagus gue cuman peduli tu jaring pake wifi rumah jaring merah cuman gue yg rumah hasil masuk gamenya tu udah 49 menit gimana kredit scor nggk turun gara2 gua hapus ml dah pusing gue,2,Johansen Niuflapu,Negatif
2025-03-06 22:35:23,Game sangat ramah lingkungan,game ramah lingkung,1,Jalalus Sayuti,Negatif
2025-03-06 22:34:05,Game apaan sih udah mau glory di rank 43 malah turun 35 di kasih drak sistem mnyt,game sih udah glory rank 43 turun 35 kasih drak sistem mnyt,1,Denis Suhendar,Negatif
2025-03-06 22:32:40,Jelek dan buruk Loading screen stuck Kandang ketemu player pakai cheat sinyal lag Mohon developer lebih teliti,jelek buruk loading screen stuck kandang ketemu player pakai cheat sinyal lag mohon developer teliti,1,Nok Suci,Negatif
2025-03-06 22:32:31,seru,seru,5,Halimah Br munte,Positif
2025-03-06 22:32:27,GAME BIKIN KITA JADI IDIOT JANGAN DI INSTAL,game bikin idiot instal,1,Mamah Ica,Negatif
2025-03-06 22:32:19,Tolong sistem afk nya agak diperpanjang masak aku tingal 1 menit habis selesai pertandingan diangap afk,sistem afk nya panjang masak tingal 1 menit habis selesai tanding diangap afk,3,Septian Bagus,Netral
2025-03-06 22:32:10,asik banget,asik banget,5,Anggi Dwi ARWANTO,Positif
2025-03-06 22:31:13,"Klo di clasic jgn kasih tim trol napa, niat nya main buat ngilangin strees malah makin stress",klo clasic jgn kasih tim trol napa niat nya main ngilangin strees stress,1,Rauf Wahyu Pratama,Negatif
2025-03-06 22:28:38,"Gamenya ga adil bagi solo, nhasih temen boot, PELIT SKIN, KLO ADA ROLL SKIN PASTI D KASIH SKIN YG SUDAH PUNYA",gamenya ga adil solo nhasih temen boot pelit skin klo roll skin d kasih skin yg,1,Love u Siti,Negatif
2025-03-06 22:27:54,Percuma pake kita aktifin mode speed jaringan tapi tetep aja gk ngaruh mending hapus aja Dah????🐒,pake aktifin mode speed jaring tetep aja gk ngaruh mending hapus aja dah,1,abdi dzakir,Negatif
2025-03-06 22:27:11,Moonton ini gem apa plis deh masak banyak naik turunnya dari pada winstreknya lama lama aku hapus ya!!!!!,moonton gem plis deh masak turun winstreknya hapus,2,Sholikhul Anas,Negatif
2025-03-06 22:27:10,sama sinyal ga mendukung tp ada permainan baru pub mobile sinyal nya bagus ga seperti ini jelek sinyal nya lama2 makin sepi pemain ehh baru sadar ni edmin nyeee apa lagi ga bisa masuk loging truss,sinyal ga dukung tp main pub mobile sinyal nya bagus ga jelek sinyal nya lama2 sepi main ehh sadar ni edmin nyeee ga masuk loging truss,1,Imun KPJ,Negatif
2025-03-06 22:25:48,"Sistem matchmaxingnya gak adil, selalu ketemu tim tolol",sistem matchmaxingnya gak adil ketemu tim tolol,2,jalalus sayuti,Negatif
2025-03-06 22:25:38,nerf terus skinnya😹,nerf skinnya,1,Alpha,Negatif
2025-03-06 22:23:28,"Tidak berkualitas. Semua ditentukan oleh sistem, pemain hanya mengikuti ketentuan sistem. Apk Sampah",kualitas tentu sistem main ikut tentu sistem apk sampah,1,Romanov Okey,Negatif
2025-03-06 22:23:27,Karena semua usaha pada geme ini tidak ada yang menyerah,usaha geme serah,5,DAP-DEP CHANNEL,Positif
2025-03-06 22:22:33,"Bikin ketagihan, tapi ga ada gunanya... Seneng sih mainnya tapi masa iya tiap kali main harus menggendong Mulu. Keseimbangan tim di game lain mah sesuai lobi, di game ini lu jago tim lu kasih lobi epic malah di bawahnya lagi. Hadeh.... Udah bosen bang, jadi gua uninstall... Mending uang skin gua tabung aja buat jujuran nikahan. Btw terimakasih MLBB udah nemenin gua dari tahun 2017, tapi berkat darksistem gak ada hiburan main game ini. Kecewa sih 😔",bikin tagih ga guna neng sih main iya kali main gendong mulu imbang tim game mah sesuai lobi game lu jago tim lu kasih lobi epic bawah hadeh udah bosen bang gua uninstall mending uang skin gua tabung aja jujuran nikah btw terimakasih mlbb udah nemenin gua 2017 berkat darksistem gak hibur main game kecewa sih ,1,muhammad yusuf simiredo,Negatif
2025-03-06 22:21:04,game tambah dosa.,game dosa,1,Mutia Ready,Negatif
2025-03-06 22:20:38,Game ini sangat bagus,game bagus,5,Supar Bugiz,Positif
2025-03-06 22:19:36,Ml error trus klo ada update jadi aku harus hapus download lagi tolong di benerin ya moonton,ml error trus klo update hapus download benerin moonton,4,Ramdhan Syah,Positif
2025-03-06 22:18:38,Phoveus udah dari season dulu ga dikasih skin,phoveus udah season ga kasih skin,1,TheRizzlerVader,Negatif
2025-03-06 22:18:23,Matchmaking kaya aneh kadang di kasih player jungler semua mud semua mm semua hadeh gini amat + tanpa Hero tank buat tb bisa menang :D dah lah aneh aneh + klo udh win banyak pasti kaya Hero kita lemah bet dah Hero musuh kaya di buff gila gilaan,matchmaking kaya aneh kadang kasih player jungler mud mm hadeh gin hero tank tb menang d dah aneh aneh klo udh win kaya hero lemah bet dah hero musuh kaya buff gila gila,2,Otto Sanオットーさん,Negatif
2025-03-06 22:16:08,"kurangi dark sistem,😹",kurang dark sistem,4,nizaam,Positif
2025-03-06 22:16:04,mana event gratis semua hero yg dlu,event gratis hero yg dlu,3,Tokyo ghoul,Netral
2025-03-06 22:14:30,"Baru kali ini sangat mengecewakan, lagi draft tiba tiba menghubungkan ulang, terus mental dan stuck di loading awal bukan mobile legends. wifi lancar, buka yt, ig, ngebut, tolong perbaiki, game bagus masa ngebug gini, bintang 2 dulu min, udh normal bintang 5",kali kecewa draft hubung ulang mental stuck loading mobile legends wifi lancar buka yt ig ngebut baik game bagus ngebug gin bintang 2 min udh normal bintang 5,2,Hanggara Ardi,Negatif
2025-03-06 22:14:30,Permainannya nggak ngebosenin dan ngehibur banget,main ngebosenin ngehibur banget,5,Ainun Nur ainun,Positif
2025-03-06 22:12:24,Game asu banyakan dark sistem,game asu banyak dark sistem,1,Raden Mas Ardi,Negatif
2025-03-06 22:11:12,Gem yang sangat seru,gem seru,5,Atallah Ghaliby,Positif
2025-03-06 22:10:35,"Game buriq lebih burik dari game lain, udah dark system makin bnyak, sinyal di bikin ngeleg gajelas, wifi/data normal sering ngleg² jadi afk, buat game nyari untung doank tapi gak bkin nyaman influencer👍",game buriq burik game udah dark system bnyak sinyal bikin ngeleg gajelas wifidata normal ngleg afk game nyari untung doank gak bkin nyaman influencer,2,Vera Lovers,Negatif
2025-03-06 22:08:09,Jaringan nyah jelek,jaring nyah jelek,4,A3 Family Channel,Positif
2025-03-06 22:07:30,seru sih game nya Tapi banyak draksistem,seru sih game nya draksistem,4,Rpram Muliadi,Positif
2025-03-06 22:06:54,woi montoon knpa gua selalu kalah pas mau naik bintang 18 anj ga jelas nih montoon,woi montoon knpa gua kalah pas bintang 18 anj ga nih montoon,1,Lean AS,Negatif
2025-03-06 22:06:24,GAME SAMPAH TIDAK LAYAK DI MAINKAN,game sampah layak main,1,ALIF MUHARROM PUTRA,Negatif
2025-03-06 22:05:31,Seru,seru,5,Yufil Aj,Positif
2025-03-06 22:05:12,Game aneh padahal jaringan lancar malah gak bisa login di update dulu lah game gk jelas banget,game aneh jaring lancar gak login update game gk banget,1,Hely Yelay,Negatif
2025-03-06 22:04:12,"Game rusak,, saya sangat kecewa atas sistem game nya soal jaringan, padahal main game apapun bisa jaringan dg lancar, baikpun buat nonton, tetapi giliran game kalian yg saya mainkan,, sangatlah jelek jaringannya dan patah""",game rusak kecewa sistem game nya jaring main game apa jaring dg lancar baik nonton gilir game yg main jelek jaring patah,1,Yaldo Nofrianto,Negatif
2025-03-06 22:04:01,"tolong kalo ngasi tim yang rada berakal dikit jan kasi tim dengan player² aneh yg bkin darah tinggi tiap mau main...ya kalo sekali report kena hukuman banned akun 7 hari/minus tinggi kredit skor nya atau kena hukuman yg lebih berat drpd 2 diatas...ini malah dikasi hukuman ringan jadi kesannya makin parah dia seenak jidat turunin rank org dengan bermain feed secara sengaja diawal-akhir game, pas giliran direport cuma dapet hukuman yg ringan",kalo ngasi tim rada akal dikit jan kasi tim player aneh yg bkin darah mai kalo report kena hukum banned akun 7 hariminus kredit skor nya kena hukum yg berat drpd 2 diatasini kasi hukum ringan kesan parah enak jidat turunin rank org main feed sengaja diawalakhir game pas gilir direport dapet hukum yg ringan,5,Rizki Hamdani,Positif
2025-03-06 22:03:01,Sering ngbug gk bisa masuk jelek,ngbug gk masuk jelek,1,aldian soeladi,Negatif
2025-03-06 22:02:06,"Makin malas buat push rank, masa menang 2 kali terus dikasih kalah 8 kali padahal main mvp mulu masa dari mytic di lempar turun ke epic, mending gw ikutan ngetroll terus aja biar lebih seru dari pada dikasih team eror mulu 😆",malas push rank menang 2 kali kasih kalah 8 kali main mvp mulu mytic lempar turun epic mending gw ikut ngetroll aja biar seru kasih team eror mulu ,1,Aprian Toni,Negatif
